LGA,Climate,Crop,pH,N,P,K,Temp,Rainfall,Salinity
Jos North,Highland,Pepper,5.03,78.52,28.92,59.56,18.53,1562.5,0.45
Jos North,Highland,Pepper,6.5,135.06,42.12,46.04,18.32,1068.27,0.45
Jos North,Highland,Pepper,4.48,130.66,46.91,57.42,18.37,1461.18,0.83
Jos North,Highland,Pepper,6.74,212.5,18.97,62.02,21.58,1562.5,0.85
Jos North,Highland,Pepper,6.7,145.76,26.33,55.63,16.3,1562.5,0.45
Jos North,Highland,Pepper,4.8,141.53,30.36,77.86,14.91,635.92,0.73
Jos North,Highland,Pepper,6.86,89.83,29.59,53.22,13.5,539.28,1.57
Jos North,Highland,Pepper,5.54,182.44,26.84,41.25,22.01,721.25,0.67
Jos North,Highland,Pepper,7.06,78.7,20.83,41.25,13.5,845.64,0.45
Jos North,Highland,Pepper,5.82,157.67,18.75,41.25,22.87,737.84,2.21
Jos North,Highland,Pepper,5.71,125.94,18.75,41.25,13.5,1136.47,0.88
Jos North,Highland,Pepper,6.62,164.57,41.42,60.76,19.95,1244.45,0.45
Jos North,Highland,Pepper,5.24,194.58,18.75,79.79,21.29,599.21,0.47
Jos North,Highland,Pepper,5.75,140.38,32.52,65.86,20.49,1274.96,1.36
Jos North,Highland,Pepper,7.41,174.23,27.65,83.49,21.73,1087.32,0.45
Jos North,Highland,Pepper,6.21,75.0,43.04,75.87,18.66,865.53,1.39
Jos North,Highland,Pepper,7.67,146.87,55.15,87.26,15.27,1209.87,1.21
Jos North,Highland,Pepper,5.36,114.81,21.15,69.3,18.03,1126.84,1.24
Jos North,Highland,Pepper,7.17,154.0,18.75,122.09,15.85,878.08,1.35
Jos North,Highland,Pepper,8.6,147.96,18.75,41.25,13.5,1029.15,1.32
Jos North,Highland,Pepper,4.82,140.6,18.75,42.4,22.82,741.61,1.85
Jos North,Highland,Pepper,5.55,176.94,60.45,47.1,32.45,1030.11,0.49
Jos North,Highland,Pepper,5.81,114.99,47.85,101.26,26.36,532.46,1.07
Jos North,Highland,Pepper,4.71,172.91,20.33,79.88,16.87,450.0,1.55
Jos North,Highland,Pepper,6.91,137.22,18.75,86.37,15.63,1220.81,0.59
Jos North,Highland,Pepper,5.73,151.89,18.75,62.29,22.18,1562.5,0.88
Jos North,Highland,Pepper,6.8,83.52,52.12,45.46,18.81,1218.78,0.45
Jos North,Highland,Cabbage,6.96,102.22,54.66,122.85,18.72,589.59,1.5
Jos North,Highland,Cabbage,6.56,124.71,50.33,126.42,30.0,528.35,0.15
Jos North,Highland,Cabbage,7.01,81.77,49.64,109.5,13.12,536.6,0.15
Jos North,Highland,Cabbage,5.8,148.83,37.5,102.66,11.45,400.53,1.15
Jos North,Highland,Cabbage,5.7,137.51,43.29,89.38,12.08,515.06,0.36
Jos North,Highland,Cabbage,5.85,91.95,56.18,104.29,13.51,477.6,1.1
Jos North,Highland,Cabbage,6.26,75.0,49.8,90.8,21.43,612.69,0.82
Jos North,Highland,Cabbage,6.04,118.22,49.56,119.79,7.5,546.54,1.22
Jos North,Highland,Cabbage,6.0,120.75,70.26,99.95,7.5,535.98,1.14
Jos North,Highland,Cabbage,6.94,92.95,51.02,101.09,20.62,496.92,0.64
Jos North,Highland,Cabbage,7.45,75.0,52.58,127.25,7.5,489.56,0.27
Jos North,Highland,Cabbage,5.88,98.02,44.11,119.07,26.13,625.0,0.85
Jos North,Highland,Cabbage,7.4,180.73,48.84,129.21,17.46,524.86,0.41
Jos North,Highland,Cabbage,6.92,164.24,52.47,97.24,10.01,410.27,0.59
Jos North,Highland,Cabbage,6.49,91.05,51.53,112.16,7.5,517.48,1.03
Jos North,Highland,Cabbage,5.94,122.02,48.79,103.71,19.62,605.47,0.97
Jos North,Highland,Cabbage,6.13,136.78,54.74,102.1,8.14,550.05,0.18
Jos North,Highland,Cabbage,5.9,127.93,45.74,107.24,7.5,527.71,0.15
Jos North,Highland,Cabbage,5.69,118.92,58.0,113.56,14.74,513.63,0.33
Jos North,Highland,Cabbage,7.09,89.25,41.04,122.84,11.2,625.0,0.72
Jos North,Highland,Cabbage,7.0,75.0,56.66,89.3,19.84,514.54,0.53
Jos North,Highland,Cabbage,5.66,75.0,48.71,99.03,7.5,422.26,0.15
Jos North,Highland,Cabbage,6.63,114.07,42.1,107.89,22.27,558.87,0.25
Jos North,Highland,Cabbage,7.58,102.98,37.5,105.92,11.92,606.3,0.21
Jos North,Highland,Cabbage,6.22,96.27,54.46,106.68,11.76,529.5,0.43
Jos North,Highland,Cabbage,5.46,155.41,57.05,104.88,13.46,470.23,1.16
Jos North,Highland,Cabbage,7.2,133.01,54.56,125.7,22.38,480.07,0.3
Jos North,Highland,Cabbage,6.59,127.44,53.98,115.43,16.01,357.74,0.93
Jos North,Highland,Cabbage,6.81,181.84,43.21,75.0,12.53,571.97,0.25
Jos North,Highland,Cabbage,7.13,102.26,46.51,99.86,30.0,476.57,0.68
Jos North,Highland,Cabbage,5.6,131.51,39.04,123.42,21.41,559.01,0.15
Jos North,Highland,Cabbage,6.28,112.64,54.65,88.38,23.42,607.72,0.15
Jos North,Highland,Cabbage,6.18,120.01,56.19,92.15,15.69,616.93,0.54
Jos North,Highland,Cabbage,5.21,107.09,55.3,117.81,7.5,554.05,0.83
Jos North,Highland,Cabbage,6.64,140.57,65.43,103.41,16.49,474.24,0.17
Jos North,Highland,Cabbage,6.12,146.28,40.85,125.78,7.5,584.77,0.67
Jos North,Highland,Cabbage,6.47,150.22,40.89,96.01,7.5,540.63,0.38
Jos North,Highland,Cabbage,6.82,132.79,53.42,100.72,17.31,625.0,0.15
Jos North,Highland,Cabbage,5.22,140.08,39.96,79.99,18.35,469.69,1.08
Jos North,Highland,Cabbage,6.41,115.6,40.2,107.94,7.5,367.22,0.15
Jos North,Highland,Cabbage,6.99,94.57,37.5,102.62,30.0,616.43,0.15
Jos North,Highland,Cabbage,5.83,98.3,39.42,113.69,11.26,462.08,0.15
Jos North,Highland,Cabbage,7.68,143.05,39.9,125.39,7.5,530.4,0.33
Jos North,Highland,Cabbage,6.42,94.04,48.51,75.0,10.93,625.0,0.87
Jos North,Highland,Cabbage,5.9,77.02,37.5,114.98,16.27,567.0,1.14
Jos North,Highland,Cabbage,6.41,128.16,37.5,132.59,12.66,482.82,0.52
Jos North,Highland,Cabbage,7.5,183.76,38.9,124.74,16.74,609.13,0.55
Jos North,Highland,Cabbage,6.68,160.03,37.5,110.48,7.5,507.55,0.44
Jos North,Highland,Cabbage,5.71,104.56,37.5,93.79,18.17,600.58,0.15
Jos North,Highland,Cabbage,7.1,138.34,59.93,75.0,16.54,582.78,0.15
Jos North,Highland,Maize,9.1,152.95,64.41,90.8,21.47,992.52,2.13
Jos North,Highland,Maize,5.03,174.9,70.91,45.0,25.95,1000.0,1.63
Jos North,Highland,Maize,6.82,216.39,61.14,45.0,18.57,705.27,0.69
Jos North,Highland,Maize,6.21,161.65,58.72,104.29,22.0,860.03,0.3
Jos North,Highland,Maize,6.46,203.2,76.71,95.9,22.41,822.44,0.3
Jos North,Highland,Maize,7.29,152.05,66.8,70.14,21.07,925.22,1.13
Jos North,Highland,Maize,6.64,157.0,82.93,76.94,24.48,764.17,0.3
Jos North,Highland,Maize,6.72,154.14,62.55,45.0,19.13,747.49,0.3
Jos North,Highland,Maize,6.73,159.2,54.79,56.29,25.52,845.55,0.94
Jos North,Highland,Maize,6.39,245.29,52.13,52.9,15.54,908.44,1.88
Jos North,Highland,Maize,5.33,163.2,48.6,66.27,15.0,891.18,1.57
Jos North,Highland,Maize,4.12,222.76,83.2,45.0,15.0,726.74,1.66
Jos North,Highland,Maize,6.65,172.13,64.93,50.3,26.95,731.87,0.3
Jos North,Highland,Maize,5.4,182.27,49.82,59.99,21.94,812.76,0.3
Jos North,Highland,Maize,7.73,167.69,62.23,71.44,19.09,909.54,0.79
Jos North,Highland,Maize,6.4,112.5,69.24,65.19,24.51,1000.0,1.31
Jos North,Highland,Maize,6.38,163.16,99.09,80.45,21.98,717.99,0.3
Jos North,Highland,Maize,4.12,215.86,41.25,64.73,20.51,1000.0,0.3
Jos North,Highland,Maize,6.61,186.44,37.5,45.0,17.67,792.64,0.82
Jos North,Highland,Maize,6.18,190.53,39.89,65.19,20.47,604.79,2.35
Jos North,Highland,Maize,4.12,207.68,68.89,88.04,21.45,983.38,0.42
Jos North,Highland,Maize,6.77,173.64,50.82,72.01,16.58,633.79,1.84
Jos North,Highland,Maize,9.38,186.67,69.48,75.05,23.12,845.16,1.46
Jos North,Highland,Maize,8.09,145.73,100.0,72.4,21.65,677.74,0.45
Jos North,Highland,Maize,7.03,190.09,64.78,58.55,15.0,435.78,0.74
Jos North,Highland,Maize,6.7,159.27,42.76,76.1,20.5,666.61,0.3
Jos North,Highland,Maize,5.34,198.7,38.04,84.66,27.45,611.56,0.42
Jos North,Highland,Maize,7.45,207.45,43.6,45.0,26.84,852.18,1.02
Jos North,Highland,Maize,7.37,136.96,61.73,62.51,23.81,889.83,1.42
Jos North,Highland,Maize,7.01,178.82,59.86,77.73,18.09,685.16,1.02
Jos North,Highland,Maize,7.07,152.53,37.5,45.0,15.13,655.58,0.42
Jos North,Highland,Maize,5.99,136.38,37.5,72.12,21.59,858.73,1.31
Jos North,Highland,Maize,6.77,174.85,70.22,102.41,17.85,884.8,0.3
Jos North,Highland,Maize,6.57,202.69,50.1,46.94,18.86,583.22,0.3
Jos North,Highland,Maize,7.71,187.03,42.3,46.19,16.74,624.05,1.54
Jos North,Highland,Maize,6.19,233.66,54.19,55.73,25.32,457.73,0.87
Jos North,Highland,Maize,4.91,112.5,52.83,88.66,22.0,766.4,0.3
Jos North,Highland,Maize,6.14,167.28,65.76,45.0,24.86,660.86,0.53
Jos North,Highland,Maize,6.92,136.83,69.31,45.0,24.05,708.79,0.63
Jos North,Highland,Maize,4.12,154.29,51.21,105.32,20.83,635.73,1.32
Jos North,Highland,Maize,5.73,201.6,59.46,48.17,25.37,855.18,1.36
Jos North,Highland,Maize,6.1,189.04,88.5,73.17,19.14,1000.0,1.2
Jos North,Highland,Maize,5.79,222.1,37.5,81.52,26.34,937.56,0.3
Jos North,Highland,Maize,4.88,178.2,67.22,45.0,22.4,494.94,1.48
Jos North,Highland,Maize,5.65,166.73,70.01,87.17,23.21,930.16,1.02
Jos North,Highland,Maize,7.99,121.63,53.85,66.79,19.98,837.05,0.88
Jos North,Highland,Maize,7.27,136.99,95.0,60.04,22.33,713.91,0.79
Jos North,Highland,Maize,5.7,177.51,65.04,45.0,19.47,685.85,2.36
Jos North,Highland,Maize,7.31,215.24,64.66,71.09,22.7,946.52,1.96
Jos North,Highland,Maize,6.66,153.35,71.07,49.25,22.82,869.23,0.66
Jos North,Highland,Wheat,5.77,108.26,28.04,18.75,13.38,480.77,1.75
Jos North,Highland,Wheat,7.2,129.26,27.63,22.99,12.09,708.88,0.6
Jos North,Highland,Wheat,6.91,103.04,40.16,34.36,14.5,521.09,0.6
Jos North,Highland,Wheat,7.39,173.95,32.28,29.23,15.05,662.01,1.41
Jos North,Highland,Wheat,6.02,93.13,30.53,48.47,16.76,506.24,1.01
Jos North,Highland,Wheat,7.66,165.73,40.36,23.59,16.89,679.05,1.13
Jos North,Highland,Wheat,6.89,123.69,36.76,18.75,15.86,812.5,2.49
Jos North,Highland,Wheat,7.47,99.44,34.43,46.01,13.0,691.68,1.06
Jos North,Highland,Wheat,6.11,112.32,30.64,18.75,11.36,546.32,1.52
Jos North,Highland,Wheat,5.12,75.0,37.91,18.75,13.94,757.49,0.6
Jos North,Highland,Wheat,5.15,103.07,35.51,26.35,14.48,615.57,1.73
Jos North,Highland,Wheat,8.47,187.5,29.02,48.94,17.4,681.12,0.6
Jos North,Highland,Wheat,6.38,111.65,31.99,23.79,12.86,812.5,2.38
Jos North,Highland,Wheat,4.5,113.32,33.58,46.09,13.28,624.9,1.32
Jos North,Highland,Wheat,7.58,76.74,26.25,44.98,11.62,812.5,0.6
Jos North,Highland,Wheat,6.6,132.26,26.25,62.5,13.35,552.27,0.6
Jos North,Highland,Wheat,7.23,129.99,26.25,18.75,17.57,573.58,0.6
Jos North,Highland,Wheat,6.64,109.8,41.29,19.05,13.6,675.58,0.74
Jos North,Highland,Wheat,7.32,91.86,28.49,32.61,17.8,581.68,0.71
Jos North,Highland,Wheat,8.59,105.42,29.56,51.67,14.7,621.12,1.08
Jos North,Highland,Wheat,5.96,134.65,26.25,38.03,14.54,677.44,2.75
Jos North,Highland,Wheat,5.14,122.22,33.62,18.75,17.26,586.52,1.49
Jos North,Highland,Wheat,6.67,126.23,30.32,26.2,13.12,572.53,1.51
Jos North,Highland,Wheat,6.88,101.33,31.9,19.92,19.02,812.5,2.45
Jos North,Highland,Wheat,8.35,145.25,28.66,18.75,11.52,571.13,2.29
Jos North,Highland,Wheat,7.11,102.28,26.25,60.5,16.05,755.89,0.77
Jos North,Highland,Wheat,6.65,111.49,30.26,53.61,11.25,645.19,1.55
Jos North,Highland,Wheat,6.68,150.53,26.25,54.16,11.25,518.29,0.84
Jos North,Highland,Wheat,6.07,133.89,31.69,28.33,11.25,633.75,1.25
Jos North,Highland,Wheat,8.24,127.33,32.13,55.31,11.25,604.77,0.6
Jos North,Highland,Wheat,8.67,170.34,38.82,34.66,15.61,596.62,1.91
Jos North,Highland,Wheat,5.33,84.05,27.43,54.21,13.01,605.9,1.49
Jos North,Highland,Wheat,7.85,158.01,26.25,25.26,15.15,687.85,1.99
Jos North,Highland,Wheat,7.76,122.25,36.62,40.81,17.08,588.37,1.86
Jos North,Highland,Wheat,8.2,106.53,30.66,49.51,15.65,639.76,2.51
Jos North,Highland,Wheat,6.27,75.0,26.25,43.25,16.01,657.94,2.16
Jos North,Highland,Wheat,7.01,115.03,34.77,21.09,15.92,557.37,0.6
Jos North,Highland,Wheat,5.81,120.75,26.25,18.75,14.05,641.58,0.6
Jos North,Highland,Wheat,4.5,133.17,30.7,18.75,15.77,700.64,0.97
Jos North,Highland,Wheat,9.08,158.51,27.56,21.12,11.25,792.74,1.45
Jos North,Highland,Wheat,7.77,75.0,34.43,19.23,16.2,710.75,1.22
Jos North,Highland,Wheat,6.01,133.14,26.25,42.0,12.4,652.65,0.6
Jos North,Highland,Wheat,7.0,91.43,26.25,60.16,16.95,693.06,1.68
Jos North,Highland,Wheat,7.17,118.92,34.31,18.75,19.14,664.03,1.94
Jos North,Highland,Wheat,8.63,135.83,26.25,44.47,19.43,423.13,1.15
Jos North,Highland,Wheat,7.15,113.81,26.25,18.75,11.25,761.32,2.44
Jos North,Highland,Wheat,8.38,120.65,31.48,42.28,13.82,539.36,0.74
Jos North,Highland,Wheat,7.02,100.7,32.65,18.75,13.8,697.27,1.35
Jos North,Highland,Wheat,5.97,142.94,31.42,18.75,15.82,600.79,0.78
Jos North,Highland,Wheat,5.86,92.27,31.1,34.64,14.94,760.66,1.74
Jos North,Highland,Pineapple,3.38,223.98,58.74,82.5,16.5,1250.0,0.34
Jos North,Highland,Pineapple,4.53,226.77,52.22,184.79,21.77,916.97,0.08
Jos North,Highland,Pineapple,5.27,305.13,38.57,192.67,20.05,1090.22,0.08
Jos North,Highland,Pineapple,5.33,280.2,37.02,177.39,20.93,942.27,0.08
Jos North,Highland,Pineapple,6.47,222.81,48.15,99.78,20.84,1062.5,0.13
Jos North,Highland,Pineapple,3.38,206.45,33.75,158.52,20.99,888.64,0.08
Jos North,Highland,Pineapple,5.57,202.24,56.03,158.98,18.78,876.78,0.19
Jos North,Highland,Pineapple,3.72,288.98,56.14,161.69,23.21,1250.0,0.08
Jos North,Highland,Pineapple,5.37,206.51,63.08,169.95,19.36,904.44,0.7
Jos North,Highland,Pineapple,5.84,285.22,62.23,215.3,23.64,927.89,0.08
Jos North,Highland,Pineapple,5.43,234.3,54.08,82.5,22.94,982.99,0.36
Jos North,Highland,Pineapple,6.03,260.34,41.01,226.86,22.39,1070.55,0.21
Jos North,Highland,Pineapple,5.44,260.97,33.75,82.5,20.71,621.45,0.2
Jos North,Highland,Pineapple,4.28,258.4,46.87,82.5,21.76,871.33,0.08
Jos North,Highland,Pineapple,4.78,277.06,40.16,124.28,21.36,866.13,0.14
Jos North,Highland,Pineapple,3.78,240.29,66.85,165.6,21.63,837.53,0.1
Jos North,Highland,Pineapple,5.05,297.31,58.86,125.07,20.95,908.87,0.5
Jos North,Highland,Pineapple,5.86,257.83,56.66,187.35,19.19,951.44,0.17
Jos North,Highland,Pineapple,4.17,252.28,58.16,224.3,23.14,1086.35,0.31
Jos North,Highland,Pineapple,4.62,284.6,33.75,111.14,23.59,863.88,0.46
Jos North,Highland,Pineapple,4.9,284.04,33.75,235.63,18.38,711.68,0.66
Jos North,Highland,Pineapple,5.31,248.97,63.16,201.0,19.95,926.48,0.61
Jos North,Highland,Pineapple,4.2,320.62,39.72,98.35,23.55,1078.56,0.08
Jos North,Highland,Pineapple,5.19,216.25,54.19,264.31,22.26,817.06,0.55
Jos North,Highland,Pineapple,5.26,258.49,39.23,160.87,20.83,529.27,0.24
Jos North,Highland,Pineapple,5.16,275.71,33.75,186.96,21.07,1036.65,0.08
Jos North,Highland,Pineapple,3.89,184.73,46.59,132.07,20.66,706.32,0.08
Jos North,Highland,Pineapple,3.38,206.41,37.31,115.85,20.84,1083.29,0.08
Jos North,Highland,Pineapple,5.88,293.38,58.29,185.54,21.17,760.99,0.33
Jos North,Highland,Pineapple,4.88,317.88,45.95,143.92,24.32,865.58,0.23
Jos North,Highland,Pineapple,7.64,272.41,58.0,250.49,19.71,1109.04,0.12
Jos North,Highland,Pineapple,7.67,320.63,53.55,221.08,19.37,1250.0,0.08
Jos North,Highland,Pineapple,5.78,232.27,54.92,265.94,22.06,1005.14,0.19
Jos North,Highland,Pineapple,5.43,247.76,63.93,205.02,20.19,960.57,1.25
Jos North,Highland,Pineapple,5.63,321.01,38.17,184.5,19.54,856.32,0.51
Jos North,Highland,Pineapple,4.28,212.7,52.87,122.9,20.34,634.8,0.08
Jos North,Highland,Pineapple,5.57,251.95,55.48,96.54,20.61,958.13,0.16
Jos North,Highland,Pineapple,6.0,217.05,50.86,227.13,19.07,1020.12,0.36
Jos North,Highland,Pineapple,5.99,261.57,61.42,275.0,22.47,1004.93,0.24
Jos North,Highland,Pineapple,3.8,203.06,33.75,171.19,20.55,1217.25,0.08
Jos North,Highland,Pineapple,5.36,279.26,55.35,163.35,21.86,980.81,0.39
Jos North,Highland,Pineapple,5.29,348.17,51.62,166.81,19.27,890.1,0.76
Jos North,Highland,Pineapple,3.38,263.84,44.6,186.2,21.62,1215.27,0.27
Jos North,Highland,Pineapple,5.24,300.49,62.75,198.16,23.37,911.95,0.28
Jos North,Highland,Pineapple,7.03,283.08,42.07,156.25,23.43,1147.09,0.08
Jos North,Highland,Pineapple,5.73,261.19,44.12,239.38,20.44,849.27,0.08
Jos North,Highland,Pineapple,5.11,231.4,34.81,97.17,19.05,816.85,0.37
Jos North,Highland,Pineapple,3.38,232.77,43.72,227.74,20.42,923.17,0.2
Jos North,Highland,Pineapple,3.38,288.5,52.08,206.34,26.88,722.76,0.08
Jos North,Highland,Pineapple,6.13,247.69,33.75,136.07,19.55,1250.0,1.03
Jos North,Highland,Onion,5.34,45.0,18.75,37.6,12.25,527.36,0.4
Jos North,Highland,Onion,5.51,52.54,42.91,44.38,13.31,372.79,0.39
Jos North,Highland,Onion,6.89,90.41,34.34,33.75,11.25,682.1,1.07
Jos North,Highland,Onion,6.16,96.42,18.75,33.75,11.25,592.13,0.75
Jos North,Highland,Onion,6.0,58.29,53.03,46.38,18.53,532.94,0.37
Jos North,Highland,Onion,7.16,94.95,24.61,74.8,21.82,464.64,0.88
Jos North,Highland,Onion,6.07,54.69,18.75,84.16,11.25,609.19,0.3
Jos North,Highland,Onion,7.37,70.14,20.65,83.7,17.05,614.6,1.06
Jos North,Highland,Onion,5.67,93.83,22.57,59.03,15.91,420.57,0.95
Jos North,Highland,Onion,6.2,47.56,23.18,52.08,16.22,271.64,0.84
Jos North,Highland,Onion,6.01,95.42,24.87,44.87,13.98,588.86,1.11
Jos North,Highland,Onion,5.78,68.49,42.01,44.3,15.57,406.15,0.3
Jos North,Highland,Onion,5.7,60.4,37.01,75.13,11.25,486.92,1.0
Jos North,Highland,Onion,6.25,111.63,32.74,46.21,13.98,543.38,0.3
Jos North,Highland,Onion,6.87,93.84,30.18,56.62,11.54,608.76,0.7
Jos North,Highland,Onion,7.51,46.32,18.75,33.75,13.87,347.1,1.26
Jos North,Highland,Onion,6.96,72.78,18.75,33.75,12.46,622.89,0.3
Jos North,Highland,Onion,7.45,111.31,24.9,42.24,12.85,687.5,0.3
Jos North,Highland,Onion,6.87,77.02,33.21,34.93,13.53,547.18,0.3
Jos North,Highland,Onion,7.06,58.67,18.75,79.39,17.88,687.5,0.3
Jos North,Highland,Onion,6.43,78.62,18.75,58.29,13.57,568.88,2.25
Jos North,Highland,Onion,6.5,84.89,34.46,55.36,11.31,358.08,0.62
Jos North,Highland,Onion,6.15,45.0,43.88,53.85,18.68,289.88,1.4
Jos North,Highland,Onion,6.03,105.91,27.39,60.92,15.82,500.45,0.3
Jos North,Highland,Onion,6.1,45.0,19.29,37.45,11.25,603.46,0.64
Jos North,Highland,Onion,6.46,92.79,22.12,33.75,15.38,262.5,0.58
Jos North,Highland,Onion,6.77,100.95,18.75,33.75,11.25,624.36,0.45
Jos North,Highland,Onion,7.51,45.0,28.88,85.59,15.1,364.46,2.09
Jos North,Highland,Onion,7.25,71.21,34.43,68.6,16.36,388.96,0.8
Jos North,Highland,Onion,7.18,88.29,29.52,40.72,11.87,366.72,1.03
Jos North,Highland,Onion,6.18,45.2,36.27,39.69,12.01,492.16,0.53
Jos North,Highland,Onion,6.59,56.08,36.66,61.55,13.0,531.38,0.41
Jos North,Highland,Onion,6.35,111.99,19.84,55.54,12.47,612.0,0.78
Jos North,Highland,Onion,7.11,57.15,32.94,77.46,13.23,535.2,0.73
Jos North,Highland,Onion,6.17,80.65,32.74,49.34,14.15,581.08,0.43
Jos North,Highland,Onion,6.11,55.53,24.4,60.81,13.72,459.85,0.58
Jos North,Highland,Onion,6.55,79.5,50.87,38.28,14.06,640.83,0.3
Jos North,Highland,Onion,7.46,76.62,31.43,52.06,17.46,426.13,1.46
Jos North,Highland,Onion,6.45,91.88,18.75,58.55,11.69,687.02,0.3
Jos North,Highland,Onion,6.41,67.44,18.75,33.75,15.81,445.51,0.3
Jos North,Highland,Onion,6.54,97.87,32.59,50.72,15.13,563.84,0.3
Jos North,Highland,Onion,6.48,52.11,32.05,54.43,11.25,664.12,0.36
Jos North,Highland,Onion,5.95,98.83,22.99,63.86,12.6,643.67,0.74
Jos North,Highland,Onion,6.56,72.34,43.88,89.84,11.25,657.97,0.3
Jos North,Highland,Onion,6.62,45.0,29.59,34.61,13.17,499.64,0.3
Jos North,Highland,Onion,5.89,67.22,23.09,58.26,19.91,439.64,0.7
Jos North,Highland,Onion,6.77,59.96,18.75,33.75,11.25,687.5,0.96
Jos North,Highland,Onion,6.76,99.42,18.75,98.66,15.47,541.52,1.22
Jos North,Highland,Onion,6.71,107.68,41.13,44.46,15.04,444.03,0.3
Jos North,Highland,Onion,6.81,98.85,18.75,37.03,14.66,567.64,1.71
Jos East,Highland,Irish-potato,4.06,86.96,54.34,114.89,10.23,497.26,0.72
Jos East,Highland,Irish-potato,4.42,116.85,49.23,90.0,7.5,512.37,1.11
Jos East,Highland,Irish-potato,4.04,106.07,53.44,161.64,10.08,399.08,0.22
Jos East,Highland,Irish-potato,6.7,108.9,75.0,90.0,16.37,516.56,0.58
Jos East,Highland,Irish-potato,4.33,62.18,30.0,131.22,9.95,622.18,0.22
Jos East,Highland,Irish-potato,5.13,76.86,71.62,130.61,11.64,750.0,0.33
Jos East,Highland,Irish-potato,4.23,68.43,46.55,94.67,14.72,591.85,1.03
Jos East,Highland,Irish-potato,5.15,75.02,30.07,116.03,12.03,658.45,0.83
Jos East,Highland,Irish-potato,4.54,69.12,32.7,160.48,9.72,698.04,0.9
Jos East,Highland,Irish-potato,5.8,76.13,37.28,90.0,8.7,432.68,0.86
Jos East,Highland,Irish-potato,6.02,113.29,60.31,95.93,7.81,557.65,0.27
Jos East,Highland,Irish-potato,3.87,100.6,30.0,176.66,10.6,592.08,0.65
Jos East,Highland,Irish-potato,4.19,137.25,30.0,200.65,10.79,750.0,0.7
Jos East,Highland,Irish-potato,5.25,88.81,47.14,190.91,12.34,750.0,0.78
Jos East,Highland,Irish-potato,3.97,80.54,58.51,90.0,14.78,535.99,0.22
Jos East,Highland,Irish-potato,4.73,68.45,32.97,100.42,12.4,531.76,0.8
Jos East,Highland,Irish-potato,5.38,111.92,74.56,225.0,10.98,398.29,0.44
Jos East,Highland,Irish-potato,4.66,150.0,36.41,147.86,9.62,539.33,0.22
Jos East,Highland,Irish-potato,3.38,140.59,61.63,113.87,15.72,371.29,0.5
Jos East,Highland,Irish-potato,4.7,137.27,46.43,161.87,10.36,646.19,1.26
Jos East,Highland,Irish-potato,3.26,132.72,39.3,90.0,11.07,750.0,0.34
Jos East,Highland,Irish-potato,4.8,60.0,30.0,90.0,15.54,591.1,1.17
Jos East,Highland,Irish-potato,5.49,66.42,70.39,104.69,15.5,750.0,0.63
Jos East,Highland,Irish-potato,4.62,104.18,44.99,112.79,10.33,533.13,1.23
Jos East,Highland,Irish-potato,3.28,75.57,37.27,121.3,13.04,364.06,1.13
Jos East,Highland,Irish-potato,5.28,116.56,39.34,94.51,10.86,610.65,0.94
Jos East,Highland,Irish-potato,4.5,105.57,35.38,148.3,11.13,646.89,0.22
Jos East,Highland,Irish-potato,4.95,111.86,52.23,90.0,9.51,448.0,0.77
Jos East,Highland,Irish-potato,5.09,68.58,65.99,201.65,12.48,664.91,0.22
Jos East,Highland,Irish-potato,4.14,60.0,30.0,160.28,14.65,739.63,0.72
Jos East,Highland,Irish-potato,4.98,60.0,30.0,122.29,14.09,521.73,0.22
Jos East,Highland,Irish-potato,4.0,60.29,30.0,225.0,16.32,300.0,0.22
Jos East,Highland,Irish-potato,3.91,60.0,75.0,91.15,13.27,511.49,0.22
Jos East,Highland,Irish-potato,5.4,115.88,41.93,225.0,12.82,520.12,1.6
Jos East,Highland,Irish-potato,4.89,149.94,42.29,90.0,7.5,750.0,0.28
Jos East,Highland,Irish-potato,4.77,132.64,46.11,90.0,11.96,618.71,0.38
Jos East,Highland,Irish-potato,3.45,80.52,41.35,90.0,8.79,474.55,0.22
Jos East,Highland,Irish-potato,4.66,101.25,33.45,90.0,13.42,695.56,0.65
Jos East,Highland,Irish-potato,4.6,113.75,41.3,90.0,11.75,531.39,0.56
Jos East,Highland,Irish-potato,5.27,60.0,46.08,90.0,8.79,750.0,0.83
Jos East,Highland,Irish-potato,4.69,60.0,38.85,90.0,12.13,381.78,0.89
Jos East,Highland,Irish-potato,4.69,60.0,49.65,225.0,11.29,750.0,0.22
Jos East,Highland,Irish-potato,4.94,73.03,38.26,164.51,11.15,316.95,1.4
Jos East,Highland,Irish-potato,3.39,63.58,45.21,140.49,13.5,623.32,1.2
Jos East,Highland,Irish-potato,4.96,60.0,30.0,141.2,17.13,380.83,0.22
Jos East,Highland,Irish-potato,4.85,109.86,62.61,219.43,12.83,437.83,0.22
Jos East,Highland,Irish-potato,4.12,129.05,34.22,183.75,7.5,650.25,0.22
Jos East,Highland,Irish-potato,4.98,83.99,56.93,110.44,11.91,741.41,0.54
Jos East,Highland,Irish-potato,4.61,119.58,41.63,90.0,10.0,300.0,0.46
Jos East,Highland,Irish-potato,4.94,97.32,67.38,200.61,12.9,300.0,0.95
Jos East,Highland,Tomato,4.99,143.65,88.68,213.81,20.55,750.0,1.16
Jos East,Highland,Tomato,4.4,149.19,69.17,245.89,24.82,672.48,0.38
